reserve,Plot.ID,Plot.ID.quadrant,block,quadrant,Trt.comp,Trt.water,focal.sp,neighbour.id,number
bendering,BAH1ED,BAH1ED.1,BAH1,1,E,D,a,Daucus.glochidiatus,7
bendering,BAH1ED,BAH1ED.1,BAH1,1,E,D,a,Monoculus.monstrosus,2
bendering,BAH1ED,BAH1ED.1,BAH1,1,E,D,a,Parentucellia.latifolia,1
bendering,BAH1ED,BAH1ED.1,BAH1,1,E,D,a,Ursinia.anthemoides,1
bendering,BAH1ED,BAH1ED.1,BAH1,1,E,D,a,Vulpia.bromoides,30
bendering,BAH1ED,BAH1ED.2,BAH1,2,E,D,h,Arctotheca.calendula,5
bendering,BAH1ED,BAH1ED.2,BAH1,2,E,D,h,Daucus.glochidiatus,5
bendering,BAH1ED,BAH1ED.2,BAH1,2,E,D,h,Lawrencella.rosea,4
bendering,BAH1ED,BAH1ED.2,BAH1,2,E,D,h,Sonchus.oleraceus,2
bendering,BAH1ED,BAH1ED.2,BAH1,2,E,D,h,Vulpia.bromoides,46
bendering,BAH1ED,BAH1ED.3,BAH1,3,E,D,a,Daucus.glochidiatus,2
bendering,BAH1ED,BAH1ED.3,BAH1,3,E,D,a,Hypochaeris.glabra,8
bendering,BAH1ED,BAH1ED.3,BAH1,3,E,D,a,Lawrencella.rosea,1
bendering,BAH1ED,BAH1ED.3,BAH1,3,E,D,a,Monoculus.monstrosus,1
bendering,BAH1ED,BAH1ED.3,BAH1,3,E,D,a,Vulpia.bromoides,70
bendering,BAH1ED,BAH1ED.4,BAH1,4,E,D,h,Arctotheca.calendula,11
bendering,BAH1ED,BAH1ED.4,BAH1,4,E,D,h,Vulpia.bromoides,51
bendering,BAH1MD,BAH1MD.1,BAH1,1,M,D,h,Hypochaeris.glabra,4
bendering,BAH1MD,BAH1MD.2,BAH1,2,M,D,h,Hypochaeris.glabra,2
bendering,BAH1MD,BAH1MD.3,BAH1,3,M,D,a,Arctotheca.calendula,3
bendering,BAH1MD,BAH1MD.4,BAH1,4,M,D,a,Arctotheca.calendula,5
bendering,BAH1MW,BAH1MW.1,BAH1,1,M,W,a,Arctotheca.calendula,10
bendering,BAH1MW,BAH1MW.2,BAH1,2,M,W,a,Arctotheca.calendula,5
bendering,BAH1MW,BAH1MW.3,BAH1,3,M,W,h,Hypochaeris.glabra,9
bendering,BAH1MW,BAH1MW.4,BAH1,4,M,W,h,Hypochaeris.glabra,13
bendering,BAH1NW,BAH1NW.1,BAH1,1,N,W,h,Crassula.colorata.or.exserta,20
bendering,BAH1NW,BAH1NW.1,BAH1,1,N,W,h,Gonocarpus.nodulosus,10
bendering,BAH1NW,BAH1NW.1,BAH1,1,N,W,h,Goodenia.berardiana,3
bendering,BAH1NW,BAH1NW.1,BAH1,1,N,W,h,Rhodanthe.laevis,3
bendering,BAH1NW,BAH1NW.1,BAH1,1,N,W,h,Rhodanthe.manglesii,3
bendering,BAH1NW,BAH1NW.2,BAH1,2,N,W,a,Crassula.colorata.or.exserta,10
bendering,BAH1NW,BAH1NW.2,BAH1,2,N,W,a,Gonocarpus.nodulosus,10
bendering,BAH1NW,BAH1NW.2,BAH1,2,N,W,a,Hydrocotyle.pilifera,2
bendering,BAH1NW,BAH1NW.2,BAH1,2,N,W,a,Lawrencella.rosea,2
bendering,BAH1NW,BAH1NW.2,BAH1,2,N,W,a,Phyllangium.sulcatum,2
bendering,BAH1NW,BAH1NW.2,BAH1,2,N,W,a,Rhodanthe.laevis,3
bendering,BAH1NW,BAH1NW.2,BAH1,2,N,W,a,Rhodanthe.manglesii,1
bendering,BAH1NW,BAH1NW.2,BAH1,2,N,W,a,Waitzia.acuminata,1
bendering,BAH1NW,BAH1NW.3,BAH1,3,N,W,h,Goodenia.berardiana,8
bendering,BAH1NW,BAH1NW.3,BAH1,3,N,W,h,Rhodanthe.laevis,10
bendering,BAH1NW,BAH1NW.3,BAH1,3,N,W,h,Rhodanthe.manglesii,4
bendering,BAH1NW,BAH1NW.4,BAH1,4,N,W,a,Gonocarpus.nodulosus,6
bendering,BAH1NW,BAH1NW.4,BAH1,4,N,W,a,Goodenia.berardiana,6
bendering,BAH1NW,BAH1NW.4,BAH1,4,N,W,a,Rhodanthe.manglesii,1
bendering,BAH1SD,BAH1SD.1,BAH1,1,S,D,a,NA,NA
bendering,BAH1SD,BAH1SD.2,BAH1,2,S,D,h,NA,NA
bendering,BAH1SD,BAH1SD.3,BAH1,3,S,D,h,NA,NA
bendering,BAH1SD,BAH1SD.4,BAH1,4,S,D,a,NA,NA
bendering,BAH1SW,BAH1SW.1,BAH1,1,S,W,a,NA,NA
bendering,BAH1SW,BAH1SW.2,BAH1,2,S,W,a,NA,NA
bendering,BAH1SW,BAH1SW.3,BAH1,3,S,W,h,NA,NA
bendering,BAH1SW,BAH1SW.4,BAH1,4,S,W,h,NA,NA
bendering,BAH2CD,BAH2CD.1,BAH2,1,C,D,a,Arctotheca.calendula,7
bendering,BAH2CD,BAH2CD.1,BAH2,1,C,D,a,Gonocarpus.nodulosus,15
bendering,BAH2CD,BAH2CD.1,BAH2,1,C,D,a,Hypochaeris.glabra,2
bendering,BAH2CD,BAH2CD.1,BAH2,1,C,D,a,Lawrencella.rosea,5
bendering,BAH2CD,BAH2CD.1,BAH2,1,C,D,a,Rhodanthe.laevis,8
bendering,BAH2CD,BAH2CD.1,BAH2,1,C,D,a,Trachymene.cyanopetala,1
bendering,BAH2CD,BAH2CD.2,BAH2,2,C,D,h,Gonocarpus.nodulosus,20
bendering,BAH2CD,BAH2CD.2,BAH2,2,C,D,h,Hydrocotyle.pilifera,1
bendering,BAH2CD,BAH2CD.2,BAH2,2,C,D,h,Hypochaeris.glabra,12
bendering,BAH2CD,BAH2CD.2,BAH2,2,C,D,h,Lawrencella.rosea,4
bendering,BAH2CD,BAH2CD.2,BAH2,2,C,D,h,Oxalis.sp,5
bendering,BAH2CD,BAH2CD.2,BAH2,2,C,D,h,Rhodanthe.laevis,8
bendering,BAH2CD,BAH2CD.3,BAH2,3,C,D,h,Arctotheca.calendula,5
bendering,BAH2CD,BAH2CD.3,BAH2,3,C,D,h,Gonocarpus.nodulosus,3
bendering,BAH2CD,BAH2CD.3,BAH2,3,C,D,h,Oxalis.sp,1
bendering,BAH2CD,BAH2CD.3,BAH2,3,C,D,h,Pentaschistis.airoides,8
bendering,BAH2CD,BAH2CD.3,BAH2,3,C,D,h,Rhodanthe.manglesii,3
bendering,BAH2CD,BAH2CD.4,BAH2,4,C,D,a,Arctotheca.calendula,20
bendering,BAH2CD,BAH2CD.4,BAH2,4,C,D,a,Ehrharta.longiflora,3
bendering,BAH2CD,BAH2CD.4,BAH2,4,C,D,a,Gonocarpus.nodulosus,10
bendering,BAH2CD,BAH2CD.4,BAH2,4,C,D,a,Lawrencella.rosea,3
bendering,BAH2CD,BAH2CD.4,BAH2,4,C,D,a,Oxalis.sp,2
bendering,BAH2CD,BAH2CD.4,BAH2,4,C,D,a,Rhodanthe.laevis,8
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Arctotheca.calendula,2
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Gonocarpus.nodulosus,7
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Hydrocotyle.pilifera,3
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Hypochaeris.glabra,6
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Lawrencella.rosea,1
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Oxalis.sp,11
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Plantago.debilis,3
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Rhodanthe.manglesii,22
bendering,BAH2CW,BAH2CW.1,BAH2,1,C,W,h,Trachymene.ornata,1
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Arctotheca.calendula,2
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Daucus.glochidiatus,4
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Gonocarpus.nodulosus,10
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Hydrocotyle.pilifera,3
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Lawrencella.rosea,4
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Oxalis.sp,1
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Rhodanthe.laevis,2
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Rhodanthe.manglesii,14
bendering,BAH2CW,BAH2CW.2,BAH2,2,C,W,a,Trachymene.cyanopetala,2
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Ehrharta.longiflora,1
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Gonocarpus.nodulosus,30
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Hypochaeris.glabra,6
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Lawrencella.rosea,6
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Monoculus.monstrosus,2
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Plantago.debilis,11
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Rhodanthe.laevis,10
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Rhodanthe.manglesii,9
bendering,BAH2CW,BAH2CW.3,BAH2,3,C,W,h,Trachymene.ornata,2
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Arctotheca.calendula,2
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Daucus.glochidiatus,1
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Gonocarpus.nodulosus,5
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Hydrocotyle.pilifera,1
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Lawrencella.rosea,3
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Oxalis.sp,3
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Rhodanthe.laevis,8
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Rhodanthe.manglesii,16
bendering,BAH2CW,BAH2CW.4,BAH2,4,C,W,a,Trachymene.ornata,2
bendering,BAH2EW,BAH2EW.1,BAH2,1,E,W,h,Arctotheca.calendula,7
bendering,BAH2EW,BAH2EW.1,BAH2,1,E,W,h,Lawrencella.rosea,2
bendering,BAH2EW,BAH2EW.1,BAH2,1,E,W,h,Monoculus.monstrosus,2
bendering,BAH2EW,BAH2EW.2,BAH2,2,E,W,a,Daucus.glochidiatus,5
bendering,BAH2EW,BAH2EW.2,BAH2,2,E,W,a,Ehrharta.longiflora,5
bendering,BAH2EW,BAH2EW.2,BAH2,2,E,W,a,Hypochaeris.glabra,8
bendering,BAH2EW,BAH2EW.2,BAH2,2,E,W,a,Lawrencella.rosea,6
bendering,BAH2EW,BAH2EW.2,BAH2,2,E,W,a,Monoculus.monstrosus,4
bendering,BAH2EW,BAH2EW.3,BAH2,3,E,W,h,Lawrencella.rosea,15
bendering,BAH2EW,BAH2EW.3,BAH2,3,E,W,h,Monoculus.monstrosus,1
bendering,BAH2EW,BAH2EW.3,BAH2,3,E,W,h,Oxalis.sp,3
bendering,BAH2EW,BAH2EW.3,BAH2,3,E,W,h,Parentucellia.latifolia,2
bendering,BAH2EW,BAH2EW.4,BAH2,4,E,W,a,Lawrencella.rosea,1
bendering,BAH2EW,BAH2EW.4,BAH2,4,E,W,a,Monoculus.monstrosus,1
bendering,BAH2EW,BAH2EW.4,BAH2,4,E,W,a,Ursinia.anthemoides,1
bendering,BAH2MD,BAH2MD.1,BAH2,1,M,D,h,Hypochaeris.glabra,2
bendering,BAH2MD,BAH2MD.2,BAH2,2,M,D,a,Arctotheca.calendula,11
bendering,BAH2MD,BAH2MD.3,BAH2,3,M,D,h,Hypochaeris.glabra,1
bendering,BAH2MD,BAH2MD.4,BAH2,4,M,D,a,Arctotheca.calendula,9
bendering,BAH2MW,BAH2MW.1,BAH2,1,M,W,h,Hypochaeris.glabra,2
bendering,BAH2MW,BAH2MW.2,BAH2,2,M,W,a,Arctotheca.calendula,4
bendering,BAH2MW,BAH2MW.3,BAH2,3,M,W,a,Arctotheca.calendula,2
bendering,BAH2MW,BAH2MW.4,BAH2,4,M,W,h,Hypochaeris.glabra,1
bendering,BAH2NW,BAH2NW.1,BAH2,1,N,W,a,Gonocarpus.nodulosus,40
bendering,BAH2NW,BAH2NW.1,BAH2,1,N,W,a,Goodenia.berardiana,8
bendering,BAH2NW,BAH2NW.1,BAH2,1,N,W,a,Lawrencella.rosea,2
bendering,BAH2NW,BAH2NW.1,BAH2,1,N,W,a,Plantago.debilis,5
bendering,BAH2NW,BAH2NW.1,BAH2,1,N,W,a,Rhodanthe.laevis,9
bendering,BAH2NW,BAH2NW.1,BAH2,1,N,W,a,Rhodanthe.manglesii,12
bendering,BAH2NW,BAH2NW.1,BAH2,1,N,W,a,Waitzia.acuminata,1
bendering,BAH2NW,BAH2NW.2,BAH2,2,N,W,h,Gonocarpus.nodulosus,20
bendering,BAH2NW,BAH2NW.2,BAH2,2,N,W,h,Hydrocotyle.pilifera,3
bendering,BAH2NW,BAH2NW.2,BAH2,2,N,W,h,Plantago.debilis,5
bendering,BAH2NW,BAH2NW.2,BAH2,2,N,W,h,Rhodanthe.manglesii,14
bendering,BAH2NW,BAH2NW.2,BAH2,2,N,W,h,Trachymene.cyanopetala,1
bendering,BAH2NW,BAH2NW.3,BAH2,3,N,W,a,Gonocarpus.nodulosus,8
bendering,BAH2NW,BAH2NW.3,BAH2,3,N,W,a,Hydrocotyle.pilifera,4
bendering,BAH2NW,BAH2NW.3,BAH2,3,N,W,a,Plantago.debilis,15
bendering,BAH2NW,BAH2NW.3,BAH2,3,N,W,a,Rhodanthe.manglesii,12
bendering,BAH2NW,BAH2NW.4,BAH2,4,N,W,h,Lawrencella.rosea,1
bendering,BAH2NW,BAH2NW.4,BAH2,4,N,W,h,Rhodanthe.laevis,20
bendering,BAH2NW,BAH2NW.4,BAH2,4,N,W,h,Rhodanthe.manglesii,13
bendering,BAH2SW,BAH2SW.1,BAH2,1,S,W,a,NA,NA
bendering,BAH2SW,BAH2SW.2,BAH2,2,S,W,h,NA,NA
bendering,BAH2SW,BAH2SW.3,BAH2,3,S,W,a,NA,NA
bendering,BAH2SW,BAH2SW.4,BAH2,4,S,W,h,NA,NA
bendering,BAH3ED,BAH3ED.1,BAH3,1,E,D,h,Arctotheca.calendula,15
bendering,BAH3ED,BAH3ED.1,BAH3,1,E,D,h,Daucus.glochidiatus,10
bendering,BAH3ED,BAH3ED.1,BAH3,1,E,D,h,Ehrharta.longiflora,1
bendering,BAH3ED,BAH3ED.1,BAH3,1,E,D,h,Schoenus.nanus,100
bendering,BAH3ED,BAH3ED.2,BAH3,2,E,D,a,Arctotheca.calendula,13
bendering,BAH3ED,BAH3ED.2,BAH3,2,E,D,a,Daucus.glochidiatus,20
bendering,BAH3ED,BAH3ED.2,BAH3,2,E,D,a,Ehrharta.longiflora,2
bendering,BAH3ED,BAH3ED.2,BAH3,2,E,D,a,Schoenus.nanus,100
bendering,BAH3ED,BAH3ED.3,BAH3,3,E,D,a,Hypochaeris.glabra,11
bendering,BAH3ED,BAH3ED.3,BAH3,3,E,D,a,Pentaschistis.airoides,10
bendering,BAH3ED,BAH3ED.3,BAH3,3,E,D,a,Schoenus.nanus,60
bendering,BAH3ED,BAH3ED.4,BAH3,4,E,D,h,Ehrharta.longiflora,16
bendering,BAH3ED,BAH3ED.4,BAH3,4,E,D,h,Hypochaeris.glabra,20
bendering,BAH3ED,BAH3ED.4,BAH3,4,E,D,h,Monoculus.monstrosus,1
bendering,BAH3ED,BAH3ED.4,BAH3,4,E,D,h,Schoenus.nanus,100
bendering,BAH3MD,BAH3MD.1,BAH3,1,M,D,h,Hypochaeris.glabra,9
bendering,BAH3MD,BAH3MD.2,BAH3,2,M,D,a,Arctotheca.calendula,9
bendering,BAH3MD,BAH3MD.3,BAH3,3,M,D,a,Arctotheca.calendula,14
bendering,BAH3MD,BAH3MD.4,BAH3,4,M,D,h,Hypochaeris.glabra,5
bendering,BAH3ND,BAH3ND.1,BAH3,1,N,D,a,Podotheca.gnaphalioides,30
bendering,BAH3ND,BAH3ND.1,BAH3,1,N,D,a,Trachymene.cyanopetala,3
bendering,BAH3ND,BAH3ND.1,BAH3,1,N,D,a,Waitzia.acuminata,1
bendering,BAH3ND,BAH3ND.2,BAH3,2,N,D,a,Podotheca.gnaphalioides,40
bendering,BAH3ND,BAH3ND.2,BAH3,2,N,D,a,Waitzia.acuminata,1
bendering,BAH3ND,BAH3ND.3,BAH3,3,N,D,h,Hydrocotyle.pilifera,1
bendering,BAH3ND,BAH3ND.3,BAH3,3,N,D,h,Podotheca.gnaphalioides,80
bendering,BAH3ND,BAH3ND.3,BAH3,3,N,D,h,Waitzia.acuminata,2
bendering,BAH3ND,BAH3ND.4,BAH3,4,N,D,h,Podotheca.gnaphalioides,100
bendering,BAH3ND,BAH3ND.4,BAH3,4,N,D,h,Trachymene.cyanopetala,1
bendering,BAH3ND,BAH3ND.4,BAH3,4,N,D,h,Waitzia.acuminata,10
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Ehrharta.longiflora,5
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Gonocarpus.nodulosus,30
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Goodenia.berardiana,2
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Hydrocotyle.pilifera,2
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Lawrencella.rosea,2
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Lysimachia.arvensis,1
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Rhodanthe.laevis,6
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Rhodanthe.manglesii,9
bendering,BAH4CW,BAH4CW.1,BAH4,1,C,W,a,Ursinia.anthemoides,11
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Arctotheca.calendula,4
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Ehrharta.longiflora,6
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Gonocarpus.nodulosus,20
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Lysimachia.arvensis,4
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Monoculus.monstrosus,1
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Oxalis.sp,8
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Rhodanthe.laevis,5
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Rhodanthe.manglesii,3
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Sonchus.oleraceus,1
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Sonchus.oleraceus,1
bendering,BAH4CW,BAH4CW.2,BAH4,2,C,W,h,Ursinia.anthemoides,5
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Ehrharta.longiflora,1
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Gonocarpus.nodulosus,40
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Goodenia.berardiana,2
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Lysimachia.arvensis,6
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Monoculus.monstrosus,1
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Oxalis.sp,7
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Rhodanthe.manglesii,6
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Rhodanthe.manglesii,6
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Sonchus.oleraceus,1
bendering,BAH4CW,BAH4CW.3,BAH4,3,C,W,a,Ursinia.anthemoides,1
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Ehrharta.longiflora,6
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Gonocarpus.nodulosus,30
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Lawrencella.rosea,2
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Lysimachia.arvensis,16
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Oxalis.sp,1
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Rhodanthe.laevis,13
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Rhodanthe.manglesii,16
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Sonchus.oleraceus,1
bendering,BAH4CW,BAH4CW.4,BAH4,4,C,W,h,Ursinia.anthemoides,11
bendering,BAH4EW,BAH4EW.1,BAH4,1,E,W,h,Arctotheca.calendula,1
bendering,BAH4EW,BAH4EW.1,BAH4,1,E,W,h,Ehrharta.longiflora,17
bendering,BAH4EW,BAH4EW.1,BAH4,1,E,W,h,Lysimachia.arvensis,100
bendering,BAH4EW,BAH4EW.1,BAH4,1,E,W,h,Monoculus.monstrosus,1
bendering,BAH4EW,BAH4EW.1,BAH4,1,E,W,h,Sonchus.oleraceus,2
bendering,BAH4EW,BAH4EW.1,BAH4,1,E,W,h,Ursinia.anthemoides,1
bendering,BAH4EW,BAH4EW.2,BAH4,2,E,W,h,Arctotheca.calendula,1
bendering,BAH4EW,BAH4EW.2,BAH4,2,E,W,h,Ehrharta.longiflora,1
bendering,BAH4EW,BAH4EW.2,BAH4,2,E,W,h,Lysimachia.arvensis,25
bendering,BAH4EW,BAH4EW.2,BAH4,2,E,W,h,Monoculus.monstrosus,5
bendering,BAH4EW,BAH4EW.3,BAH4,3,E,W,a,Ehrharta.longiflora,30
bendering,BAH4EW,BAH4EW.3,BAH4,3,E,W,a,Lysimachia.arvensis,30
bendering,BAH4EW,BAH4EW.3,BAH4,3,E,W,a,Monoculus.monstrosus,1
bendering,BAH4EW,BAH4EW.3,BAH4,3,E,W,a,Sonchus.oleraceus,1
bendering,BAH4EW,BAH4EW.3,BAH4,3,E,W,a,Ursinia.anthemoides,11
bendering,BAH4EW,BAH4EW.4,BAH4,4,E,W,a,Ehrharta.longiflora,9
bendering,BAH4EW,BAH4EW.4,BAH4,4,E,W,a,Lysimachia.arvensis,50
bendering,BAH4EW,BAH4EW.4,BAH4,4,E,W,a,Oxalis.sp,3
bendering,BAH4EW,BAH4EW.4,BAH4,4,E,W,a,Ursinia.anthemoides,30
bendering,BAH4MW,BAH4MW.1,BAH4,1,M,W,h,Hypochaeris.glabra,1
bendering,BAH4MW,BAH4MW.2,BAH4,2,M,W,h,Hypochaeris.glabra,2
bendering,BAH4MW,BAH4MW.3,BAH4,3,M,W,a,Arctotheca.calendula,12
bendering,BAH4MW,BAH4MW.4,BAH4,4,M,W,a,Arctotheca.calendula,4
bendering,BAH4NW,BAH4NW.1,BAH4,1,N,W,h,Gonocarpus.nodulosus,50
bendering,BAH4NW,BAH4NW.1,BAH4,1,N,W,h,Goodenia.berardiana,7
bendering,BAH4NW,BAH4NW.1,BAH4,1,N,W,h,Lawrencella.rosea,3
bendering,BAH4NW,BAH4NW.1,BAH4,1,N,W,h,Ptilotus.sp,3
bendering,BAH4NW,BAH4NW.1,BAH4,1,N,W,h,Rhodanthe.laevis,12
bendering,BAH4NW,BAH4NW.1,BAH4,1,N,W,h,Rhodanthe.manglesii,8
bendering,BAH4NW,BAH4NW.1,BAH4,1,N,W,h,Trachymene.cyanopetala,2
bendering,BAH4NW,BAH4NW.2,BAH4,2,N,W,a,Gonocarpus.nodulosus,50
bendering,BAH4NW,BAH4NW.2,BAH4,2,N,W,a,Goodenia.berardiana,4
bendering,BAH4NW,BAH4NW.2,BAH4,2,N,W,a,Hydrocotyle.pilifera,4
bendering,BAH4NW,BAH4NW.2,BAH4,2,N,W,a,Rhodanthe.laevis,2
bendering,BAH4NW,BAH4NW.2,BAH4,2,N,W,a,Rhodanthe.manglesii,1
bendering,BAH4NW,BAH4NW.3,BAH4,3,N,W,a,Gonocarpus.nodulosus,20
bendering,BAH4NW,BAH4NW.3,BAH4,3,N,W,a,Goodenia.berardiana,2
bendering,BAH4NW,BAH4NW.3,BAH4,3,N,W,a,Rhodanthe.laevis,12
bendering,BAH4NW,BAH4NW.3,BAH4,3,N,W,a,Rhodanthe.manglesii,1
bendering,BAH4NW,BAH4NW.3,BAH4,3,N,W,a,Trachymene.cyanopetala,2
bendering,BAH4NW,BAH4NW.4,BAH4,4,N,W,h,Gonocarpus.nodulosus,20
bendering,BAH4NW,BAH4NW.4,BAH4,4,N,W,h,Goodenia.berardiana,5
bendering,BAH4NW,BAH4NW.4,BAH4,4,N,W,h,Hydrocotyle.pilifera,2
bendering,BAH4NW,BAH4NW.4,BAH4,4,N,W,h,Ptilotus.sp,3
bendering,BAH4NW,BAH4NW.4,BAH4,4,N,W,h,Rhodanthe.laevis,21
bendering,BAH4NW,BAH4NW.4,BAH4,4,N,W,h,Trachymene.cyanopetala,1
bendering,BAH4NW,BAH4NW.4,BAH4,4,N,W,h,Waitzia.acuminata,1
bendering,BAH4SW,BAH4SW.1,BAH4,1,S,W,h,NA,NA
bendering,BAH4SW,BAH4SW.2,BAH4,2,S,W,a,NA,NA
bendering,BAH4SW,BAH4SW.3,BAH4,3,S,W,a,NA,NA
bendering,BAH4SW,BAH4SW.4,BAH4,4,S,W,h,NA,NA
bendering,BAT1CW,BAT1CW.1,BAT1,1,C,W,a,Gonocarpus.nodulosus,17
bendering,BAT1CW,BAT1CW.1,BAT1,1,C,W,a,Hypochaeris.glabra,3
bendering,BAT1CW,BAT1CW.1,BAT1,1,C,W,a,Phyllangium.sulcatum,3
bendering,BAT1CW,BAT1CW.1,BAT1,1,C,W,a,Trachymene.cyanopetala,3
bendering,BAT1CW,BAT1CW.1,BAT1,1,C,W,a,Waitzia.acuminata,2
bendering,BAT1CW,BAT1CW.2,BAT1,2,C,W,t,Brachyscome.iberidifolia,4
bendering,BAT1CW,BAT1CW.2,BAT1,2,C,W,t,Gonocarpus.nodulosus,40
bendering,BAT1CW,BAT1CW.2,BAT1,2,C,W,t,Rhodanthe.citrina,1
bendering,BAT1CW,BAT1CW.2,BAT1,2,C,W,t,Trachymene.cyanopetala,8
bendering,BAT1CW,BAT1CW.2,BAT1,2,C,W,t,Waitzia.acuminata,1
bendering,BAT1CW,BAT1CW.3,BAT1,3,C,W,t,Gonocarpus.nodulosus,11
bendering,BAT1CW,BAT1CW.3,BAT1,3,C,W,t,Hypochaeris.glabra,1
bendering,BAT1CW,BAT1CW.3,BAT1,3,C,W,t,Rhodanthe.laevis,1
bendering,BAT1CW,BAT1CW.3,BAT1,3,C,W,t,Trachymene.cyanopetala,4
bendering,BAT1CW,BAT1CW.3,BAT1,3,C,W,t,Waitzia.acuminata,1
bendering,BAT1CW,BAT1CW.4,BAT1,4,C,W,a,Lawrencella.rosea,2
bendering,BAT1CW,BAT1CW.4,BAT1,4,C,W,a,Phyllangium.sulcatum,2
bendering,BAT1CW,BAT1CW.4,BAT1,4,C,W,a,Trachymene.cyanopetala,3
bendering,BAT1CW,BAT1CW.4,BAT1,4,C,W,a,Waitzia.acuminata,3
bendering,BAT1MW,BAT1MW.1,BAT1,1,M,W,a,Arctotheca.calendula,7
bendering,BAT1MW,BAT1MW.2,BAT1,2,M,W,a,Arctotheca.calendula,3
bendering,BAT1MW,BAT1MW.3,BAT1,3,M,W,t,Trachymene.cyanopetala,3
